Total Nacional;Comunidades y Ciudades Autónomas;Ámbito de estudio;Tasas de actividad, empleo y paro;Total
Total nacional;Asturias, Principado de;01 - EDUCACIÓN;Tasa de actividad;92,5
Total nacional;Asturias, Principado de;01 - EDUCACIÓN;Tasa de empleo;79,4
Total nacional;Asturias, Principado de;01 - EDUCACIÓN;Tasa de paro;14,2
Total nacional;Asturias, Principado de;Formación de docentes de enseñanza infantil;Tasa de actividad;88,7
Total nacional;Asturias, Principado de;Formación de docentes de enseñanza infantil;Tasa de empleo;68,5
Total nacional;Asturias, Principado de;Formación de docentes de enseñanza infantil;Tasa de paro;22,8
Total nacional;Asturias, Principado de;Formación de docentes de enseñanza primaria;Tasa de actividad;94,4
Total nacional;Asturias, Principado de;Formación de docentes de enseñanza primaria;Tasa de empleo;89,2
Total nacional;Asturias, Principado de;Formación de docentes de enseñanza primaria;Tasa de paro;5,6
Total nacional;Asturias, Principado de;Educación (Otros estudios);Tasa de actividad;93,2
Total nacional;Asturias, Principado de;Educación (Otros estudios);Tasa de empleo;76,5
Total nacional;Asturias, Principado de;Educación (Otros estudios);Tasa de paro;17,9
Total nacional;Asturias, Principado de;02 - ARTES Y HUMANIDADES;Tasa de actividad;87,4
Total nacional;Asturias, Principado de;02 - ARTES Y HUMANIDADES;Tasa de empleo;69,9
Total nacional;Asturias, Principado de;02 - ARTES Y HUMANIDADES;Tasa de paro;20,0
Total nacional;Asturias, Principado de;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;0,0
Total nacional;Asturias, Principado de;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;0,0
Total nacional;Asturias, Principado de;Técnicas audiovisuales y medios de comunicación;Tasa de paro;0,0
Total nacional;Asturias, Principado de;Artes (Otros estudios);Tasa de actividad;91,0
Total nacional;Asturias, Principado de;Artes (Otros estudios);Tasa de empleo;76,8
Total nacional;Asturias, Principado de;Artes (Otros estudios);Tasa de paro;15,6
Total nacional;Asturias, Principado de;Humanidades;Tasa de actividad;85,5
Total nacional;Asturias, Principado de;Humanidades;Tasa de empleo;60,8
Total nacional;Asturias, Principado de;Humanidades;Tasa de paro;29,0
Total nacional;Asturias, Principado de;Lenguas;Tasa de actividad;86,9
Total nacional;Asturias, Principado de;Lenguas;Tasa de empleo;72,1
Total nacional;Asturias, Principado de;Lenguas;Tasa de paro;17,1
Total nacional;Asturias, Principado de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;93,2
Total nacional;Asturias, Principado de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;87,2
Total nacional;Asturias, Principado de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;6,5
Total nacional;Asturias, Principado de;Economía;Tasa de actividad;97,8
Total nacional;Asturias, Principado de;Economía;Tasa de empleo;89,0
Total nacional;Asturias, Principado de;Economía;Tasa de paro;9,1
Total nacional;Asturias, Principado de;Psicología;Tasa de actividad;90,2
Total nacional;Asturias, Principado de;Psicología;Tasa de empleo;86,1
Total nacional;Asturias, Principado de;Psicología;Tasa de paro;4,6
Total nacional;Asturias, Principado de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;0,0
Total nacional;Asturias, Principado de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;0,0
Total nacional;Asturias, Principado de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;0,0
Total nacional;Asturias, Principado de;Periodismo y documentación;Tasa de actividad;0,0
Total nacional;Asturias, Principado de;Periodismo y documentación;Tasa de empleo;0,0
Total nacional;Asturias, Principado de;Periodismo y documentación;Tasa de paro;0,0
Total nacional;Asturias, Principado de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;90,7
Total nacional;Asturias, Principado de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;86,8
Total nacional;Asturias, Principado de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;4,2
Total nacional;Asturias, Principado de;Dirección y administración;Tasa de actividad;96,3
Total nacional;Asturias, Principado de;Dirección y administración;Tasa de empleo;95,0
Total nacional;Asturias, Principado de;Dirección y administración;Tasa de paro;1,3
Total nacional;Asturias, Principado de;Negocios y administración (Otros estudios);Tasa de actividad;94,8
Total nacional;Asturias, Principado de;Negocios y administración (Otros estudios);Tasa de empleo;84,2
Total nacional;Asturias, Principado de;Negocios y administración (Otros estudios);Tasa de paro;11,2
Total nacional;Asturias, Principado de;Derecho;Tasa de actividad;82,1
Total nacional;Asturias, Principado de;Derecho;Tasa de empleo;77,2
Total nacional;Asturias, Principado de;Derecho;Tasa de paro;6,0
Total nacional;Asturias, Principado de;05 - CIENCIAS;Tasa de actividad;88,0
Total nacional;Asturias, Principado de;05 - CIENCIAS;Tasa de empleo;72,6
Total nacional;Asturias, Principado de;05 - CIENCIAS;Tasa de paro;17,4
Total nacional;Asturias, Principado de;Ciencias de la vida;Tasa de actividad;83,3
Total nacional;Asturias, Principado de;Ciencias de la vida;Tasa de empleo;67,2
Total nacional;Asturias, Principado de;Ciencias de la vida;Tasa de paro;19,4
Total nacional;Asturias, Principado de;Medio ambiente;Tasa de actividad;0,0
Total nacional;Asturias, Principado de;Medio ambiente;Tasa de empleo;0,0
Total nacional;Asturias, Principado de;Medio ambiente;Tasa de paro;0,0
Total nacional;Asturias, Principado de;Ciencias químicas, físicas y geológicas;Tasa de actividad;95,3
Total nacional;Asturias, Principado de;Ciencias químicas, físicas y geológicas;Tasa de empleo;79,9
Total nacional;Asturias, Principado de;Ciencias químicas, físicas y geológicas;Tasa de paro;16,2
Total nacional;Asturias, Principado de;Matemáticas y estadística;Tasa de actividad;79,5
Total nacional;Asturias, Principado de;Matemáticas y estadística;Tasa de empleo;73,1
Total nacional;Asturias, Principado de;Matemáticas y estadística;Tasa de paro;8,1
Total nacional;Asturias, Principado de;06 - INFORMÁTICA;Tasa de actividad;97,4
Total nacional;Asturias, Principado de;06 - INFORMÁTICA;Tasa de empleo;89,0
Total nacional;Asturias, Principado de;06 - INFORMÁTICA;Tasa de paro;8,6
Total nacional;Asturias, Principado de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;95,2
Total nacional;Asturias, Principado de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;91,8
Total nacional;Asturias, Principado de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;3,6
Total nacional;Asturias, Principado de;Ingeniería y profesiones afines;Tasa de actividad;95,4
Total nacional;Asturias, Principado de;Ingeniería y profesiones afines;Tasa de empleo;91,7
Total nacional;Asturias, Principado de;Ingeniería y profesiones afines;Tasa de paro;3,8
Total nacional;Asturias, Principado de;Industria manufacturera y producción;Tasa de actividad;95,8
Total nacional;Asturias, Principado de;Industria manufacturera y producción;Tasa de empleo;93,7
Total nacional;Asturias, Principado de;Industria manufacturera y producción;Tasa de paro;2,2
Total nacional;Asturias, Principado de;Arquitectura y construcción;Tasa de actividad;92,3
Total nacional;Asturias, Principado de;Arquitectura y construcción;Tasa de empleo;88,6
Total nacional;Asturias, Principado de;Arquitectura y construcción;Tasa de paro;4,0
Total nacional;Asturias, Principado de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;92,3
Total nacional;Asturias, Principado de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;84,6
Total nacional;Asturias, Principado de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;8,3
Total nacional;Asturias, Principado de;Agricultura y ganadería;Tasa de actividad;0,0
Total nacional;Asturias, Principado de;Agricultura y ganadería;Tasa de empleo;0,0
Total nacional;Asturias, Principado de;Agricultura y ganadería;Tasa de paro;0,0
Total nacional;Asturias, Principado de;Silvicultura;Tasa de actividad;92,3
Total nacional;Asturias, Principado de;Silvicultura;Tasa de empleo;84,6
Total nacional;Asturias, Principado de;Silvicultura;Tasa de paro;8,3
Total nacional;Asturias, Principado de;Veterinaria;Tasa de actividad;0,0
Total nacional;Asturias, Principado de;Veterinaria;Tasa de empleo;0,0
Total nacional;Asturias, Principado de;Veterinaria;Tasa de paro;0,0
Total nacional;Asturias, Principado de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;94,6
Total nacional;Asturias, Principado de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;89,5
Total nacional;Asturias, Principado de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;5,3
Total nacional;Asturias, Principado de;Medicina;Tasa de actividad;94,9
Total nacional;Asturias, Principado de;Medicina;Tasa de empleo;94,9
Total nacional;Asturias, Principado de;Medicina;Tasa de paro;0,0
Total nacional;Asturias, Principado de;Enfermería;Tasa de actividad;94,9
Total nacional;Asturias, Principado de;Enfermería;Tasa de empleo;92,5
Total nacional;Asturias, Principado de;Enfermería;Tasa de paro;2,5
Total nacional;Asturias, Principado de;Salud (Otros estudios);Tasa de actividad;97,2
Total nacional;Asturias, Principado de;Salud (Otros estudios);Tasa de empleo;92,0
Total nacional;Asturias, Principado de;Salud (Otros estudios);Tasa de paro;5,3
Total nacional;Asturias, Principado de;Servicios sociales;Tasa de actividad;89,2
Total nacional;Asturias, Principado de;Servicios sociales;Tasa de empleo;71,7
Total nacional;Asturias, Principado de;Servicios sociales;Tasa de paro;19,6
Total nacional;Asturias, Principado de;10 - SERVICIOS;Tasa de actividad;94,9
Total nacional;Asturias, Principado de;10 - SERVICIOS;Tasa de empleo;83,7
Total nacional;Asturias, Principado de;10 - SERVICIOS;Tasa de paro;11,8
Total nacional;Asturias, Principado de;Actividades físicas y deportivas;Tasa de actividad;0,0
Total nacional;Asturias, Principado de;Actividades físicas y deportivas;Tasa de empleo;0,0
Total nacional;Asturias, Principado de;Actividades físicas y deportivas;Tasa de paro;0,0
Total nacional;Asturias, Principado de;Viajes, turismo y ocio;Tasa de actividad;93,7
Total nacional;Asturias, Principado de;Viajes, turismo y ocio;Tasa de empleo;81,6
Total nacional;Asturias, Principado de;Viajes, turismo y ocio;Tasa de paro;12,9
Total nacional;Asturias, Principado de;Servicios (Otros estudios);Tasa de actividad;100,0
Total nacional;Asturias, Principado de;Servicios (Otros estudios);Tasa de empleo;92,4
Total nacional;Asturias, Principado de;Servicios (Otros estudios);Tasa de paro;7,6
Total nacional;Balears, Illes;TOTAL;Tasa de actividad;95,1
Total nacional;Balears, Illes;TOTAL;Tasa de empleo;88,5
Total nacional;Balears, Illes;TOTAL;Tasa de paro;7,0
Total nacional;Balears, Illes;01 - EDUCACIÓN;Tasa de actividad;94,8
Total nacional;Balears, Illes;01 - EDUCACIÓN;Tasa de empleo;89,6
Total nacional;Balears, Illes;01 - EDUCACIÓN;Tasa de paro;5,5
Total nacional;Balears, Illes;Formación de docentes de enseñanza infantil;Tasa de actividad;92,8
Total nacional;Balears, Illes;Formación de docentes de enseñanza infantil;Tasa de empleo;86,6
Total nacional;Balears, Illes;Formación de docentes de enseñanza infantil;Tasa de paro;6,7
Total nacional;Balears, Illes;Formación de docentes de enseñanza primaria;Tasa de actividad;96,2
Total nacional;Balears, Illes;Formación de docentes de enseñanza primaria;Tasa de empleo;90,5
Total nacional;Balears, Illes;Formación de docentes de enseñanza primaria;Tasa de paro;5,9
Total nacional;Balears, Illes;Educación (Otros estudios);Tasa de actividad;95,0
Total nacional;Balears, Illes;Educación (Otros estudios);Tasa de empleo;92,2
Total nacional;Balears, Illes;Educación (Otros estudios);Tasa de paro;3,0
Total nacional;Balears, Illes;02 - ARTES Y HUMANIDADES;Tasa de actividad;93,7
Total nacional;Balears, Illes;02 - ARTES Y HUMANIDADES;Tasa de empleo;74,8
Total nacional;Balears, Illes;02 - ARTES Y HUMANIDADES;Tasa de paro;20,2
Total nacional;Balears, Illes;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;90,6
Total nacional;Balears, Illes;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;71,8
Total nacional;Balears, Illes;Técnicas audiovisuales y medios de comunicación;Tasa de paro;20,8
Total nacional;Balears, Illes;Artes (Otros estudios);Tasa de actividad;93,3
Total nacional;Balears, Illes;Artes (Otros estudios);Tasa de empleo;79,8
Total nacional;Balears, Illes;Artes (Otros estudios);Tasa de paro;14,5
Total nacional;Balears, Illes;Humanidades;Tasa de actividad;92,0
Total nacional;Balears, Illes;Humanidades;Tasa de empleo;81,8
Total nacional;Balears, Illes;Humanidades;Tasa de paro;11,0
Total nacional;Balears, Illes;Lenguas;Tasa de actividad;95,4
Total nacional;Balears, Illes;Lenguas;Tasa de empleo;70,8
Total nacional;Balears, Illes;Lenguas;Tasa de paro;25,7
Total nacional;Balears, Illes;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;95,1
Total nacional;Balears, Illes;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;85,3
Total nacional;Balears, Illes;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;10,3
Total nacional;Balears, Illes;Economía;Tasa de actividad;100,0
Total nacional;Balears, Illes;Economía;Tasa de empleo;95,9
Total nacional;Balears, Illes;Economía;Tasa de paro;4,1
Total nacional;Balears, Illes;Psicología;Tasa de actividad;91,3
Total nacional;Balears, Illes;Psicología;Tasa de empleo;79,8
Total nacional;Balears, Illes;Psicología;Tasa de paro;12,6
Total nacional;Balears, Illes;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;100,0
Total nacional;Balears, Illes;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;88,5
Total nacional;Balears, Illes;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;11,5
Total nacional;Balears, Illes;Periodismo y documentación;Tasa de actividad;100,0
Total nacional;Balears, Illes;Periodismo y documentación;Tasa de empleo;89,4
Total nacional;Balears, Illes;Periodismo y documentación;Tasa de paro;10,6
Total nacional;Balears, Illes;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;95,5
Total nacional;Balears, Illes;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;91,4
Total nacional;Balears, Illes;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;4,3
Total nacional;Balears, Illes;Dirección y administración;Tasa de actividad;98,1
Total nacional;Balears, Illes;Dirección y administración;Tasa de empleo;96,4
Total nacional;Balears, Illes;Dirección y administración;Tasa de paro;1,8
Total nacional;Balears, Illes;Negocios y administración (Otros estudios);Tasa de actividad;0,0
Total nacional;Balears, Illes;Negocios y administración (Otros estudios);Tasa de empleo;0,0
Total nacional;Balears, Illes;Negocios y administración (Otros estudios);Tasa de paro;0,0
Total nacional;Balears, Illes;Derecho;Tasa de actividad;92,0
Total nacional;Balears, Illes;Derecho;Tasa de empleo;84,7
Total nacional;Balears, Illes;Derecho;Tasa de paro;8,0
Total nacional;Balears, Illes;05 - CIENCIAS;Tasa de actividad;89,5
Total nacional;Balears, Illes;05 - CIENCIAS;Tasa de empleo;73,1
Total nacional;Balears, Illes;05 - CIENCIAS;Tasa de paro;18,4
Total nacional;Balears, Illes;Ciencias de la vida;Tasa de actividad;88,8
Total nacional;Balears, Illes;Ciencias de la vida;Tasa de empleo;69,7
Total nacional;Balears, Illes;Ciencias de la vida;Tasa de paro;21,5
Total nacional;Balears, Illes;Medio ambiente;Tasa de actividad;0,0
Total nacional;Balears, Illes;Medio ambiente;Tasa de empleo;0,0
Total nacional;Balears, Illes;Medio ambiente;Tasa de paro;0,0
Total nacional;Balears, Illes;Ciencias químicas, físicas y geológicas;Tasa de actividad;90,9
Total nacional;Balears, Illes;Ciencias químicas, físicas y geológicas;Tasa de empleo;81,8
Total nacional;Balears, Illes;Ciencias químicas, físicas y geológicas;Tasa de paro;10,0
Total nacional;Balears, Illes;Matemáticas y estadística;Tasa de actividad;.
Total nacional;Balears, Illes;Matemáticas y estadística;Tasa de empleo;.
Total nacional;Balears, Illes;Matemáticas y estadística;Tasa de paro;.
Total nacional;Balears, Illes;06 - INFORMÁTICA;Tasa de actividad;100,0
Total nacional;Balears, Illes;06 - INFORMÁTICA;Tasa de empleo;100,0
Total nacional;Balears, Illes;06 - INFORMÁTICA;Tasa de paro;0,0
Total nacional;Balears, Illes;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;100,0
Total nacional;Balears, Illes;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;94,0
Total nacional;Balears, Illes;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;6,0
Total nacional;Balears, Illes;Ingeniería y profesiones afines;Tasa de actividad;100,0
Total nacional;Balears, Illes;Ingeniería y profesiones afines;Tasa de empleo;97,4
Total nacional;Balears, Illes;Ingeniería y profesiones afines;Tasa de paro;2,6
Total nacional;Balears, Illes;Industria manufacturera y producción;Tasa de actividad;0,0
Total nacional;Balears, Illes;Industria manufacturera y producción;Tasa de empleo;0,0
Total nacional;Balears, Illes;Industria manufacturera y producción;Tasa de paro;0,0
Total nacional;Balears, Illes;Arquitectura y construcción;Tasa de actividad;100,0
Total nacional;Balears, Illes;Arquitectura y construcción;Tasa de empleo;93,2
Total nacional;Balears, Illes;Arquitectura y construcción;Tasa de paro;6,8
Total nacional;Balears, Illes;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;87,7
Total nacional;Balears, Illes;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;87,7
Total nacional;Balears, Illes;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;0,0
Total nacional;Balears, Illes;Agricultura y ganadería;Tasa de actividad;87,7
Total nacional;Balears, Illes;Agricultura y ganadería;Tasa de empleo;87,7
Total nacional;Balears, Illes;Agricultura y ganadería;Tasa de paro;0,0
Total nacional;Balears, Illes;Silvicultura;Tasa de actividad;0,0
Total nacional;Balears, Illes;Silvicultura;Tasa de empleo;0,0
